<CHAPTER	RgFwOr	<CHAPTER
Τα	AtDfNePlNm	ο
περισσότερα	AjCpNePlNm	πολύς
κράτη	NoCmNePlNm	κράτος
μέλη	NoCmNePlNm	μέλος
αντέδρασαν	VbMnIdPa03PlPeAv	αντιδρώ
και	CjCo	και
χαίρομαι	VbMnIdPr01SgIpPv	χαίρω
ιδιαιτέρως	AdBa	ιδιαίτερα
που	AdBa	που
διαπιστώνω	VbMnIdPr01SgIpAv	διαπιστώνω
ότι	CjSb	ότι
στη	AsPpPaFeSgAc	στου
χώρα	NoCmFeSgAc	χώρα
μου	PnPoMa01SgGe	μου
η	AtDfFeSgNm	ο
νέα	AjBaFeSgNm	νέος
κυβέρνηση	NoCmFeSgNm	κυβέρνηση
ανέλαβε	VbMnIdPa03SgPeAv	αναλαμβάνω
να	PtSj	να
κάνει	VbMnId03SgPeAv	κάνω
κάτι	PnIdNe03SgAc	κάτι
που	PnReNe03SgNm	που
έπρεπε	VbIsIdPa03SgIpAv	πρέπει
να	PtSj	να
έχει	VbMnIdPr03SgIpAv	έχω
γίνει	VbMnNfPePv	γίνομαι
εδώ	AdBa	εδώ
και	CjCo	και
πολύ	AdBa	πολύ
καιρό	NoCmMaSgAc	καιρός
και	CjCo	και
που	PnReMa03SgNm	που
τα	AtDfNePlAc	ο
βελγικά	AjBaNePlAc	βελγικός
ταχυδρομεία	NoCmNePlAc	ταχυδρομείο
και	CjCo	και
η	AtDfFeSgNm	ο
κυβέρνηση	NoCmFeSgNm	κυβέρνηση
της	AtDfFeSgGe	ο
χώρας	NoCmFeSgGe	χώρα
θεσπίζουν	VbMnIdPr03PlIpAv	θεσπίζω
μέτρα	NoCmNePlAc	μέτρο
έτσι	AdBa	έτσι
,	COMMA	,
ώστε	CjSb	ώστε
τα	AtDfNePlNm	ο
ταχυδρομεία	NoCmNePlNm	ταχυδρομείο
να	PtSj	να
είναι	VbMnIdPr03PlIpPv	είμαι
έως	AsPpSp	ώς
το	AtDfNeSgAc	ο
2003	DIG	2003
τουλάχιστον	AdBa	τουλάχιστο
κατά	AsPpSp	κατά
ένα	AtIdNeSgAc	ένας
μέρος	NoCmNeSgAc	μέρος
έτοιμα	AjBaNePlAc	έτοιμος
να	PtSj	να
αντιμετωπίσουν	VbMnId03PlPeAv	αντιμετωπίζω
τον	AtDfMaSgAc	ο
ανταγωνισμό	NoCmMaSgAc	ανταγωνισμός
.	SENT	.

<P>	RgFwOr	<unknown>
Ως	AdBa	ως
νέος	AjBaMaSgNm	νέος
βουλευτής	NoCmMaSgNm	βουλευτής
προσπαθώ	VbMnIdPr01SgIpAv	προσπαθώ
να	PtSj	να
εξοικειωθώ	VbMnId01SgPePv	εξοικειώνω
με	AsPpSp	με
το	AtDfNeSgAc	ο
θέμα	NoCmNeSgAc	θέμα
και	CjCo	και
οφείλω	VbMnIdPr01SgIpAv	οφείλω
να	PtSj	να
ομολογήσω	VbMnId01SgPeAv	ομολογώ
ότι	CjSb	ότι
αυτό	PnDmNe03SgNm	αυτός
μου	PnPeMa01SgGeWe	εγώ
προξενεί	VbMnIdPr03SgIpAv	προξενώ
μεγάλες	AjBaFePlAc	μεγάλος
δυσκολίες	NoCmFePlAc	δυσκολία
.	SENT	.

Βρήκα	NoCmFeSgNm	Βρήκα
μερικές	PnIdFe03PlAc	μερικοί
μελέτες	NoCmFePlAc	μελέτη
που	PnReFe03PlNm	που
είχαν	VbMnIdPa03PlIpAv	έχω
διενεργηθεί	VbMnNfPePv	διενεργώ
κατ	AsPpSp	κατά
'	QUOT	'
εντολήν	NoCmFeSgAc	εντολή
της	AtDfFeSgGe	ο
Ευρωπαϊκής	AjBaFeSgGe	ευρωπαϊκός
Επιτροπής	NoCmFeSgGe	επιτροπή
,	COMMA	,
ταυτόχρονα	AdBa	ταυτόχρονα
όμως	CjCo	όμως
βρήκα	NoCmFeSgAc	βρήκα
και	CjCo	και
έγγραφα	NoCmNePlAc	έγγραφο
της	AtDfFeSgGe	ο
Post-Europe	RgFwOr	Post-Europe
όπου	AdBa	όπου
αναφέρεται	VbMnIdPr03PlIpPv	αναφέρω
ότι	CjSb	ότι
οι	AtDfFePlNm	ο
μελέτες	NoCmFePlNm	μελέτη
δεν	PtNg	δεν
είναι	VbMnIdPr03PlIpPv	είμαι
σωστές	AjBaFePlNm	σωστός
και	CjCo	και
στηρίζονται	VbMnIdPr03PlIpPv	στηρίζω
σε	AsPpSp	σε
λανθασμένη	AjBaFeSgAc	λανθασμένος
βάση	NoCmFeSgAc	βάση
.	SENT	.

Είμαι	VbMnIdPr01SgIpPv	είμαι
της	AtDfFeSgGe	ο
γνώμης	NoCmFeSgGe	γνώμη
ότι	CjSb	ότι
η	AtDfFeSgNm	ο
Επιτροπή	NoCmFeSgNm	επιτροπή
θα	PtFu	θα
μπορούσε	VbMnIdPa03SgIpAv	μπορώ
να	PtSj	να
είχε	VbMnIdPa03SgIpAv	έχω
τηρήσει	VbMnNfPeAv	τηρώ
μια	AtIdFeSgAc	ένας
πιο	AdBa	πιο
ενεργό	AjBaFeSgAc	ενεργός
στάση	NoCmFeSgAc	στάση
στο	AsPpPaNeSgAc	στου
σημείο	NoCmNeSgAc	σημείο
αυτό	PnDmNe03SgAc	αυτός
και	CjCo	και
να	PtSj	να
μας	PnPeMa01PlGeWe	εγώ
είχε	VbMnIdPa03SgIpAv	έχω
ενημερώσει	VbMnNfPeAv	ενημερώνω
καλύτερα	AdCp	καλά
και	CjCo	και
να	PtSj	να
μας	PnPeMa01PlGeWe	εγώ
είχε	VbMnIdPa03SgIpAv	έχω
δώσει	VbMnNfPeAv	δίνω
τις	AtDfFePlAc	ο
μελέτες	NoCmFePlAc	μελέτη
που	PnReFe03PlNm	που
μας	PnPeMa01PlAcWe	εγώ
υποσχέθηκε	VbMnIdPa03SgPePv	υπόσχομαι
και	CjCo	και
που	PnReMa03SgNm	που
είχαμε	VbMnIdPa01PlIpAv	έχω
ζητήσει	VbMnNfPeAv	ζητάω
.	SENT	.

Απ	AsPpSp	από
'	QUOT	'
ό,τι	PnRiNe03SgAc	ό,τι
γνωρίζω	VbMnIdPr01SgIpAv	γνωρίζω
αυτό	PnDmNe03SgAc	αυτός
δεν	PtNg	δεν
έχει	VbMnIdPr03SgIpAv	έχω
γίνει	VbMnNfPePv	γίνομαι
ακόμη	AdBa	ακόμα
.	SENT	.

Σας	PnPeMa02PlAcWe	εγώ
καλώ	VbMnIdPr01SgIpAv	καλώ
λοιπόν	AdBa	λοιπόν
,	COMMA	,
κύριε	NoCmMaSgVo	κύριος
Επίτροπε	VbMnIdPa03SgPeAv	Επίτροπε
,	COMMA	,
να	PtSj	να
βοηθήσετε	VbMnId02PlPeAv	βοηθώ
ένα	AtIdMaSgAc	ένας
νέο	AjBaMaSgAc	νέος
βουλευτή	NoCmMaSgAc	βουλευτής
όπως	AdBa	όπως
εγώ	PnPeMa01SgNmSt	εγώ
,	COMMA	,
να	PtSj	να
εκπληρώσει	VbMnId03SgPeAv	εκπληρώνω
τη	AtDfFeSgAc	ο
δύσκολη	AjBaFeSgAc	δύσκολος
αποστολή	NoCmFeSgAc	αποστολή
του	PnPoMa03SgGe	μου
.	SENT	.

Όπως	AdBa	όπως
και	CjCo	και
ο	AtDfMaSgNm	ο
κ.	INIT	κ.
Miller	RgFwOr	Miller
έτσι	AdBa	έτσι
και	CjCo	και
εγώ	PnPeMa01SgNmSt	εγώ
θα	PtFu	θα
ήθελα	VbMnIdPa01SgIpAv	θέλω
πάρα	AdBa	πάρα
πολύ	AdBa	πολύ
να	PtSj	να
μας	PnPeMa01PlGeWe	εγώ
εξηγήσετε	VbMnId02PlPeAv	εξηγώ
τους	AtDfMaPlAc	ο
επόμενους	AjBaMaPlAc	επόμενος
μήνες	NoCmMaPlAc	μήνας
ή	CjCo	ή
τις	AtDfFePlAc	ο
επόμενες	AjBaFePlAc	επόμενος
εβδομάδες	NoCmFePlAc	εβδομάδα
ή	CjCo	ή
ακόμη	AdBa	ακόμα
και	CjCo	και
τις	AtDfFePlAc	ο
επόμενες	AjBaFePlAc	επόμενος
ημέρες	NoCmFePlAc	ημέρα
εάν	CjSb	αν
είναι	VbMnIdPr03SgIpPv	είμαι
δυνατόν	AjBaNeSgNm	δυνατός
πώς	AdBa	πώς
έχουν	VbMnIdPr03PlIpAv	έχω
τα	AtDfNePlAc	ο
πράγματα	NoCmNePlAc	πράγμα
με	AsPpSp	με
την	AtDfFeSgAc	ο
εκτέλεση	NoCmFeSgAc	εκτέλεση
της	AtDfFeSgGe	ο
οδηγίας	NoCmFeSgGe	οδηγία
του	AtDfNeSgGe	ο
1997	DIG	1997
.	SENT	.

<P>	RgFwOr	<unknown>
Δεύτερον	AdBa	δεύτερος
:	COLON	:
τι	PnIrNe03SgNm	τι
συμβαίνει	VbMnIdPr03SgIpAv	συμβαίνω
με	AsPpSp	με
την	AtDfFeSgAc	ο
καθολική	AjBaFeSgAc	καθολικός
υπηρεσία	NoCmFeSgAc	υπηρεσία
,	COMMA	,
πόσο	AdBa	πόσο
κοστίζει	VbMnIdPr03SgIpAv	κοστίζω
,	COMMA	,
πώς	AdBa	πώς
έχουν	VbMnIdPr03PlIpAv	έχω
τα	AtDfNePlNm	ο
πράγματα	NoCmNePlNm	πράγμα
,	COMMA	,
πώς	AdBa	πώς
θα	PtFu	θα
οργανώσετε	VbMnId02PlPeAv	οργανώνω
το	AtDfNeSgAc	ο
θέμα	NoCmNeSgAc	θέμα
,	COMMA	,
ποιες	PnIrFe03PlNm	ποιος
είναι	VbMnIdPr03PlIpPv	είμαι
οι	AtDfFePlNm	ο
προτάσεις	NoCmFePlNm	πρόταση
σας	PnPoMa02PlGe	μου
;	SEMICOLON	;
Επ	AsPpSp	επί
'	QUOT	'
αυτού	PnDmNe03SgGe	αυτός
θα	PtFu	θα
ήθελα	VbMnIdPa01SgIpAv	θέλω
πάρα	AdBa	πάρα
πολύ	AdBa	πολύ
να	PtSj	να
βρεθούν	VbMnId03PlPePv	βρίσκω
πιο	AdBa	πιο
συγκεκριμένες	AjBaFePlAc	συγκεκριμένος
υπηρεσίες	NoCmFePlAc	υπηρεσία
.	SENT	.

Προφανώς	AdBa	προφανώς
,	COMMA	,
τα	AtDfNePlNm	ο
ταχυδρομεία	NoCmNePlNm	ταχυδρομείο
διαθέτουν	VbMnIdPr03PlIpAv	διαθέτω
ένα	AtIdMaSgAc	ένας
πανίσχυρο	AjBaMaSgAc	πανίσχυρος
λόμπυ	NoCmMaSgAc	<unknown>
και	CjCo	και
αυτό	PnDmNe03SgNm	αυτός
είναι	VbMnIdPr03SgIpPv	είμαι
σωστό	AjBaNeSgNm	σωστός
.	SENT	.

Υπάρχουν	VbMnIdPr03PlIpAv	υπάρχω
εκατοντάδες	NmCtFePlAcNo	εκατοντάδα
χιλιάδες	NmCtFePlAcNo	χιλιάδα
άνθρωποι	NoCmMaPlNm	άνθρωπος
που	PnReMa03PlNm	που
κερδίζουν	VbMnIdPr03PlIpAv	κερδίζω
το	AtDfNeSgAc	ο
ψωμί	NoCmNeSgAc	ψωμί
τους	PnPoMa03PlGe	μου
δουλεύοντας	VbMnPpIpAv	δουλεύω
στα	AsPpPaNePlAc	στου
ταχυδρομεία	NoCmNePlAc	ταχυδρομείο
.	SENT	.

Επιπλέον	AdBa	επιπλέον
-	HYPHEN	-
και	CjCo	και
αυτό	PnDmNe03SgNm	αυτός
το	PnPeNe03SgAcWe	εγώ
τόνισε	VbMnIdPa03SgPeAv	τονίζω
και	CjCo	και
ο	AtDfMaSgNm	ο
κ.	INIT	κ.
Miller	RgFwOr	Miller
-	HYPHEN	-
ακόμη	AdBa	ακόμα
και	CjCo	και
η	AtDfFeSgNm	ο
χώρα	NoCmFeSgNm	χώρα
μου	PnPoMa01SgGe	μου
-	HYPHEN	-
όσο	AdBa	όσο
πυκνοκατοικημένη	AjBaFeSgAc	πυκνοκατοικημένος
και	CjCo	και
αν	CjSb	αν
είναι	VbMnIdPr03SgIpPv	είμαι
-	HYPHEN	-
δεν	PtNg	δεν
πρόκειται	VbIsIdPr03SgIpPv	πρόκειται
να	PtSj	να
καταστραφεί	VbMnId03SgPePv	καταστρέφω
εάν	CjSb	αν
πάψει	VbMnId03SgPeAv	παύω
να	PtSj	να
έρχεται	VbMnIdPr03SgIpPv	έρχομαι
ο	AtDfMaSgNm	ο
ταχυδρόμος	NoCmMaSgNm	ταχυδρόμος
.	SENT	.

Υπάρχουν	VbMnIdPr03PlIpAv	υπάρχω
όμως	CjCo	όμως
και	CjCo	και
πάρα	AdBa	πάρα
πολλοί	AjBaMaPlNm	πολύς
άνθρωποι	NoCmMaPlNm	άνθρωπος
,	COMMA	,
ηλικιωμένοι	AjBaNeSgAc	ηλικιωμένος
για	AsPpSp	για
παράδειγμα	NoCmNeSgAc	παράδειγμα
,	COMMA	,
που	PnReNe03SgAc	που
δεν	PtNg	δεν
βλέπουν	VbMnIdPr03PlIpAv	βλέπω
παρά	CjCo	παρά
έναν	AtIdMaSgAc	ένας
επισκέπτη	NoCmMaSgAc	επισκέπτης
την	AtDfFeSgAc	ο
ημέρα	NoCmFeSgAc	ημέρα
και	CjCo	και
αυτός	PnDmMa03SgNm	αυτός
είναι	VbMnIdPr03SgIpPv	είμαι
ο	AtDfMaSgNm	ο
ταχυδρόμος	NoCmMaSgNm	ταχυδρόμος
.	SENT	.

Ας	PtOt	ας
λάβουμε	VbMnId01PlPeAv	λαμβάνω
λοιπόν	AdBa	λοιπόν
υπόψη	AdBa	υπόψη
και	CjCo	και
αυτούς	PnDmMa03PlAc	αυτός
τους	AtDfMaPlAc	ο
ανθρώπους	NoCmMaPlAc	άνθρωπος
και	CjCo	και
ας	PtOt	ας
μη	PtNg	μην
λησμονήσουμε	VbMnId01PlPeAv	λησμονώ
ότι	CjSb	ότι
το	AtDfNeSgAc	ο
ταχυδρομείο	NoCmNeSgAc	ταχυδρομείο
είναι	VbMnIdPr03SgIpPv	είμαι
κάτι	PnIdNe03SgNm	κάτι
περισσότερο	AdCp	πολύ
από	AsPpSp	από
τη	AtDfFeSgAc	ο
διανομή	NoCmFeSgAc	διανομή
επιστολών	NoCmFePlGe	επιστολή
και	CjCo	και
δεμάτων	NoCmNePlGe	δέμας
.	SENT	.

<P>	RgFwOr	<unknown>
Το	AtDfNeSgNm	ο
ταχυδρομείο	NoCmNeSgNm	ταχυδρομείο
είναι	VbMnIdPr03SgIpPv	είμαι
ιδιαίτερα	AdBa	ιδιαίτερα
σημαντικό	AjBaNeSgNm	σημαντικός
και	CjCo	και
για	AsPpSp	για
τις	AtDfFePlAc	ο
επιχειρήσεις	NoCmFePlAc	επιχείρηση
.	SENT	.

Από	AsPpSp	από
μελέτη	NoCmFeSgAc	μελέτη
που	PnReFe03SgNm	που
πραγματοποιήθηκε	VbMnIdPa03SgPePv	πραγματοποιώ
προκύπτει	VbMnIdPr03SgIpAv	προκύπτω
ότι	CjSb	ότι
το	AtDfNeSgNm	ο
90_%	DIG	90_%
της	AtDfFeSgGe	ο
ταχυδρομικής	AjBaFeSgGe	ταχυδρομικός
κυκλοφορίας	NoCmFeSgGe	κυκλοφορία
αφορά	VbMnIdPr03SgIpAv	αφορώ
επιχειρήσεις	NoCmFePlAc	επιχείρηση
και	CjCo	και
μόνο	AdBa	μόνο
το	AtDfMaSgAc	ο
10_%	DIG	10_%
ιδιώτες	NoCmMaPlAc	ιδιώτης
.	SENT	.

Τι	PnIrNe03SgAc	τι
θέλετε	VbMnIdPr02PlIpAv	θέλω
να	PtSj	να
ελευθερώσετε	VbMnId02PlPeAv	ελευθερώνω
;	SEMICOLON	;
Επ	AsPpSp	επί
'	QUOT	'
αυτού	PnDmNe03SgGe	αυτός
θα	PtFu	θα
ήθελα	VbMnIdPa01SgIpAv	θέλω
περισσότερες	AjCpFePlAc	πολύς
πληροφορίες	NoCmFePlAc	πληροφορία
,	COMMA	,
γιατί	CjSb	γιατί
το	AtDfNeSgNm	ο
σημαντικότερο	AjCpNeSgAc	σημαντικός
ερώτημα	NoCmNeSgNm	ερώτημα
είναι	VbMnIdPr03SgIpPv	είμαι
πώς	AdBa	πώς
μπορούμε	VbMnIdPr01PlIpAv	μπορώ
να	PtSj	να
εξυπηρετήσουμε	VbMnId01PlPeAv	εξυπηρετώ
καλύτερα	AdCp	καλά
τους	AtDfMaPlAc	ο
πελάτες	NoCmMaPlAc	πελάτης
με	AsPpSp	με
τις	AtDfFePlAc	ο
υπηρεσίες	NoCmFePlAc	υπηρεσία
που	PnReFe03PlNm	που
υπάρχουν	VbMnIdPr03PlIpAv	υπάρχω
.	SENT	.

Υπάρχουν	VbMnIdPr03PlIpAv	υπάρχω
ταχυδρομικές	AjBaFePlNm	ταχυδρομικός
επιχειρήσεις	NoCmFePlNm	επιχείρηση
που	PnReFe03PlNm	που
κατέχουν	VbMnIdPr03PlIpAv	κατέχω
θέση	NoCmFeSgAc	θέση
μονοπωλίου	NoCmNeSgGe	μονοπώλιο
και	CjCo	και
κάνουν	VbMnIdPr03PlIpAv	κάνω
αρκετά	AdBa	αρκετά
καλά	AdBa	καλά
τη	AtDfFeSgAc	ο
δουλειά	NoCmFeSgAc	δουλειά
τους	PnPoMa03PlGe	μου
.	SENT	.

Αυτά	PnDmNe03PlNm	αυτός
τα	AtDfNePlAc	ο
πράγματα	NoCmNePlNm	πράγμα
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
τα	PnPeNe03PlAcWe	εγώ
προστατεύουμε	VbMnIdPr01PlIpAv	προστατεύω
και	CjCo	και
τα	AtDfNePlAc	ο
άλλα	PnIdNe03PlAc	άλλος
να	PtSj	να
τα	PnPeNe03PlAcWe	εγώ
καταγγέλλουμε	VbMnIdPr01PlIpAv	καταγγέλλω
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=21	DIG	ID=21
LANGUAGE="FR	RgFwOr	<unknown>
"	QUOT	"
NAME="Isler	RgFwOr	<unknown>
Bιguin">	RgFwOr	<unknown>
Κύριε	VbMnIdPa03SgPeAv	Κύριε
Πρόεδρε	VbMnIdPa03SgPeAv	<unknown>
,	COMMA	,
κύριε	NoCmMaSgVo	κύριος
Επίτροπε	VbMnIdPa03SgPeAv	Επίτροπε
,	COMMA	,
σήμερα	AdBa	σήμερα
το	AtDfNeSgAc	ο
πρωί	NoCmNeSgAc	πρωί
άκουσα	NoCmFeSgAc	άκουσα
στο	AsPpPaNeSgAc	στου
γαλλικό	AjBaNeSgAc	γαλλικός
κρατικό	AjBaNeSgAc	κρατικός
ραδιόφωνο	NoCmNeSgAc	ραδιόφωνο
ότι	CjSb	ότι
η	AtDfFeSgNm	ο
ελευθέρωση	NoCmFeSgNm	ελευθέρωση
των	AtDfFePlGe	ο
ταχυδρομικών	AjBaFePlGe	ταχυδρομικός
υπηρεσιών	NoCmFePlGe	υπηρεσία
είναι	VbMnIdPr03SgIpPv	είμαι
πλέον	AdBa	πλέον
πρακτικά	AjBaFeSgNm	πρακτικός
υπόθεση	NoCmFeSgNm	υπόθεση
ωρών	NoCmFePlGe	ώρα
ή	CjCo	ή
ημερών	NoCmFePlGe	ημέρα
και	CjCo	και
πως	CjSb	πως
είναι	VbMnIdPr03SgIpPv	είμαι
αμετάκλητη	AjBaFeSgNm	αμετάκλητος
,	COMMA	,
όπως	AdBa	όπως
για	AsPpSp	για
παράδειγμα	NoCmNeSgAc	παράδειγμα
στις	AsPpPaFePlAc	στου
περιπτώσεις	NoCmFePlAc	περίπτωση
των	AtDfMaPlGe	ο
φίλων	NoCmMaPlGe	φίλος
μας	PnPoMa01PlGe	μου
των	AtDfFePlGe	ο
Σουηδών	NoPrFePlGe	Σουηδών
,	COMMA	,
των	AtDfMaPlGe	ο
Ολλανδών	NoPrMaPlGe	Ολλανδός
και	CjCo	και
των	AtDfMaPlGe	ο
Γερμανών	NoPrMaPlGe	Γερμανός
.	SENT	.

Αυτό	PnDmNe03SgNm	αυτός
μας	PnPeMa01PlGeWe	εγώ
ανησυχεί	VbMnIdPr03SgIpAv	ανησυχώ
ιδιαιτέρως	AdBa	ιδιαίτερα
και	CjCo	και
είναι	VbMnIdPr03SgIpPv	είμαι
ο	AtDfMaSgNm	ο
λόγος	NoCmMaSgNm	λόγος
για	AsPpSp	για
τον	AtDfMaSgAc	ο
οποίο	PnReMa03SgAc	οποίος
ζητήσαμε	VbMnIdPa01PlPeAv	ζητάω
σήμερα	AdBa	σήμερα
αυτήν	PnDmFe03SgAc	αυτός
τη	AtDfFeSgAc	ο
συζήτηση	NoCmFeSgAc	συζήτηση
.	SENT	.

<P>	RgFwOr	<unknown>
Η	AtDfFeSgNm	ο
Επιτροπή	NoCmFeSgNm	επιτροπή
,	COMMA	,
πράγματι	AdBa	πράγματι
,	COMMA	,
έχει	VbMnIdPr03SgIpAv	έχω
δεσμευτεί	VbMnNfPePv	δεσμεύω
σχετικά	AdBa	σχετικά
με	AsPpSp	με
την	AtDfFeSgAc	ο
καθολική	AjBaFeSgAc	καθολικός
ταχυδρομική	AjBaFeSgAc	ταχυδρομικός
υπηρεσία	NoCmFeSgAc	υπηρεσία
και	CjCo	και
το	AtDfNeSgAc	ο
Ευρωπαϊκό	AjBaNeSgAc	ευρωπαϊκός
Κοινοβούλιο	NoCmNeSgAc	κοινοβούλιο
απέδειξε	VbMnIdPa03SgPeAv	αποδεικνύω
επανειλημμένως	AdBa	επανειλημμένα
ότι	CjSb	ότι
η	AtDfFeSgNm	ο
ταχυδρομική	AjBaFeSgNm	ταχυδρομικός
υπηρεσία	NoCmFeSgNm	υπηρεσία
αποτελεί	VbMnIdPr03SgIpAv	αποτελώ
πράγματι	AdBa	πράγματι
έναν	AtIdMaSgAc	ένας
θεμελιώδη	AjBaMaSgAc	θεμελιώδης
παράγοντα	NoCmMaSgAc	παράγοντας
κοινωνικής	AjBaFeSgGe	κοινωνικός
και	CjCo	και
περιφερειακής	AjBaFeSgGe	περιφερειακός
συνοχής	NoCmFeSgGe	συνοχή
,	COMMA	,
όπως	AdBa	όπως
επεσήμαναν	VbMnIdPa03PlPeAv	επισημαίνω
ήδη	AdBa	ήδη
ορισμένοι	AjBaMaPlNm	ορισμένος
συνάδελφοι	NoCmMaPlNm	συνάδελφος
.	SENT	.

Ως	AdBa	ως
προς	AsPpSp	προς
αυτό	PnDmNe03SgAc	αυτός
,	COMMA	,
θα	PtFu	θα
ήθελα	VbMnIdPa01SgIpAv	θέλω
ίσως	AdBa	ίσως
να	PtSj	να
απευθυνθώ	VbMnId01SgPePv	απευθύνω
στον	AsPpPaMaSgAc	στου
σουηδό	AjBaMaSgAc	σουηδός
συνάδελφό	NoCmMaSgAc	συνάδελφος
μας	PnPoMa01PlGe	μου
για	AsPpSp	για
να	PtSj	να
τον	PnPeMa03SgAcWe	εγώ
ρωτήσω	VbMnId01SgPeAv	ρωτώ
τι	PnIrNe03SgAc	τι
πιστεύει	VbMnIdPr03SgIpAv	πιστεύω
σχετικά	AdBa	σχετικά
με	AsPpSp	με
τη	AtDfFeSgAc	ο
μελέτη	NoCmFeSgAc	μελέτη
που	PnReFe03SgAc	που
πραγματοποιήθηκε	VbMnIdPa03SgPePv	πραγματοποιώ
και	CjCo	και
η	AtDfFeSgNm	ο
οποία	PnReFe03SgNm	οποίος
δείχνει	VbMnIdPr03SgIpAv	δείχνω
ότι	CjSb	ότι
πράγματι	AdBa	πράγματι
στις	AsPpPaFePlAc	στου
πιο	AdBa	πιο
απομονωμένες	VbMnPpPlFePePvAc	απομονώνω
περιοχές	NoCmFePlAc	περιοχή
της	AtDfFeSgGe	ο
Σουηδίας	NoPrFeSgGe	Σουηδία
,	COMMA	,
η	AtDfFeSgNm	ο
ταχυδρομική	AjBaFeSgNm	ταχυδρομικός
υπηρεσία	NoCmFeSgNm	υπηρεσία
σε	AsPpSp	σε
επίπεδο	NoCmNeSgAc	επίπεδο
διανομής	NoCmFeSgGe	διανομή
είναι	VbMnIdPr03SgIpPv	είμαι
μάλλον	AdBa	μάλλον
κακή	AjBaFeSgNm	κακός
.	SENT	.

Επομένως	AdBa	επομένως
,	COMMA	,
δεν	PtNg	δεν
θέλουμε	VbMnIdPr01PlIpAv	θέλω
μια	AtIdFeSgAc	ένας
τέτοια	PnDmFe03SgAc	τέτοιος
υπηρεσία	NoCmFeSgAc	υπηρεσία
.	SENT	.

<P>	RgFwOr	<unknown>
Το	AtDfNeSgNm	ο
οικονομικό	AjBaNeSgNm	οικονομικός
όφελος	NoCmNeSgNm	όφελος
της	AtDfFeSgGe	ο
ταχυδρομικής	AjBaFeSgGe	ταχυδρομικός
υπηρεσίας	NoCmFeSgGe	υπηρεσία
αναγνωρίστηκε	VbMnIdPa03SgPePv	αναγνωρίζω
στη	AsPpPaFeSgAc	στου
Συνθήκη	NoCmFeSgAc	συνθήκη
του	AtDfMaSgGe	ο
Αμστερνταμ	RgFwTr	Αμστερνταμ
και	CjCo	και
εμείς	PnPeMa01PlNmSt	εγώ
εκτιμούμε	VbMnIdPr01PlIpAv	εκτιμώ
ότι	CjSb	ότι
πηγαίνει	VbMnIdPr03SgIpAv	πηγαίνω
πολύ	AdBa	πολύ
πέρα	AdBa	πέρα
από	AsPpSp	από
τη	AtDfFeSgAc	ο
διανομή	NoCmFeSgAc	διανομή
.	SENT	.

Πρόκειται	VbIsIdPr03SgIpPv	πρόκειται
για	AsPpSp	για
την	AtDfFeSgAc	ο
υπηρεσία	NoCmFeSgAc	υπηρεσία
που	PnReFe03SgAc	που
παραμένει	VbMnIdPr03SgIpAv	παραμένω
η	AtDfFeSgNm	ο
πλέον	AdBa	πλέον
προσιτή	AjBaFeSgNm	προσιτός
στους	AsPpPaMaPlAc	στου
πολίτες	NoCmMaPlAc	πολίτης
και	CjCo	και
την	AtDfFeSgAc	ο
οποία	PnReFe03SgAc	οποίος
αποκαλούμε	VbMnIdPr01PlIpAv	αποκαλώ
"	QUOT	"
δημόσια	AjBaFeSgAc	δημόσιος
υπηρεσία	NoCmFeSgAc	υπηρεσία
"	QUOT	"
είναι	VbMnIdPr03SgIpPv	είμαι
αυτή	PnDmFe03SgNm	αυτός
που	PnReFe03SgNm	που
επιτρέπει	VbMnIdPr03SgIpAv	επιτρέπω
σε	AsPpSp	σε
όλους	AjBaMaPlAc	όλος
τους	AtDfMaPlAc	ο
κατοίκους	NoCmMaPlAc	κάτοικος
της	AtDfFeSgGe	ο
ευρωπαϊκής	AjBaFeSgGe	ευρωπαϊκός
επικράτειας	NoCmFeSgGe	επικράτεια
να	PtSj	να
εξυπηρετούνται	VbMnIdPr03PlIpPv	εξυπηρετώ
και	CjCo	και
αυτό	PnDmNe03SgNm	αυτός
το	AtDfNeSgNm	ο
κεκτημένο	VbMnPpSgNePePvAc	κτώμαι
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
παραμείνει	VbMnId03SgPeAv	παραμένω
ένα	AtIdNeSgAc	ένας
κοινοτικό	AjBaNeSgAc	κοινοτικός
κεκτημένο	VbMnPpSgNePePvAc	κτώμαι
.	SENT	.

<P>	RgFwOr	<unknown>
Η	AtDfFeSgNm	ο
αναγνώριση	NoCmFeSgNm	αναγνώριση
εκ	AsPpSp	εκ
μέρους	NoCmNeSgGe	μέρος
της	AtDfFeSgGe	ο
Ευρωπαϊκής	AjBaFeSgGe	ευρωπαϊκός
Ένωσης	NoCmFeSgGe	ένωση
μιας	AtIdFeSgGe	ένας
ταχυδρομικής	AjBaFeSgGe	ταχυδρομικός
υπηρεσίας	NoCmFeSgGe	υπηρεσία
υψηλής	AjBaFeSgGe	ψηλός
ποιότητας	NoCmFeSgGe	ποιότητα
και	CjCo	και
για	AsPpSp	για
όλους	AjBaMaPlAc	όλος
