<CHAPTER	NN	<CHAPTER
,	,	,
hence	RB	hence
our	PRP$	our
determination	NN	determination
to	TO	to
ensure	VB	ensure
that	IN	that
the	DT	the
partnerships	NNS	partnership
to	TO	to
be	VB	be
established	VBN	establish
are	VBP	be
true	JJ	true
partnerships	NNS	partnership
,	,	,
which	WDT	which
are	VBP	be
decentralised	VBN	decentralise
and	CC	and
involve	VBP	involve
all	PDT	all
the	DT	the
agents	NNS	agent
concerned	VBN	concern
.	.	.

This	DT	this
is	VBZ	be
the	DT	the
reason	NN	reason
for	IN	for
the	DT	the
request	NN	request
which	WDT	which
we	PRP	we
are	VBP	be
putting	VBG	putt
forward	RB	forward
again	RB	again
to	TO	to
establish	VB	establish
a	DT	a
management	NN	management
unit	NN	unit
for	IN	for
structural	JJ	structural
assistance	NN	assistance
in	IN	in
the	DT	the
Member	NNP	Member
States	NNPS	States
,	,	,
which	WDT	which
would	MD	would
coordinate	VB	coordinate
the	DT	the
implementation	NN	implementation
and	CC	and
administration	NN	administration
of	IN	of
aid	NN	aid
.	.	.

In	IN	in
order	NN	order
to	TO	to
do	VB	do
so	RB	so
,	,	,
the	DT	the
monitoring	NN	monitoring
committees	NNS	committee
must	MD	must
be	VB	be
opened	VBN	open
to	TO	to
include	VB	include
Members	NNS	member
of	IN	of
the	DT	the
European	NNP	European
Parliament	NNP	Parliament
,	,	,
associations	NNS	association
and	CC	and
industrialists	NNS	industrialist
concerned	VBN	concern
by	IN	by
the	DT	the
projects	NNS	project
and	CC	and
also	RB	also
civil	JJ	civil
society	NN	society
.	.	.

<P>	NNS	<unknown>
These	DT	these
guidelines	NNS	guideline
represent	VBP	represent
a	DT	a
step	NN	step
towards	IN	towards
the	DT	the
improved	VBN	improve
effectiveness	NN	effectiveness
of	IN	of
Community	NNP	Community
structural	JJ	structural
aid	NN	aid
.	.	.

Amended	VBN	amend
again	RB	again
as	IN	as
such	JJ	such
by	IN	by
the	DT	the
Schroedter	NNP	Schroedter
report	NN	report
,	,	,
they	PRP	they
are	VBP	be
a	DT	a
step	NN	step
in	IN	in
the	DT	the
right	JJ	right
direction	NN	direction
.	.	.

They	PRP	they
also	RB	also
call	VBP	call
for	IN	for
a	DT	a
general	JJ	general
debate	NN	debate
on	IN	on
the	DT	the
future	NN	future
of	IN	of
the	DT	the
cohesion	NN	cohesion
policy	NN	policy
after	IN	after
2006	CD	2006
,	,	,
but	CC	but
that	DT	that
is	VBZ	be
another	DT	another
subject	NN	subject
.	.	.

In	IN	in
the	DT	the
meantime	NN	meantime
,	,	,
let	VB	let
us	PRP	us
support	VB	support
this	DT	this
first	JJ	first
step	NN	step
.	.	.

<SPEAKER	NN	<unknown>
ID=78	NN	<unknown>
NAME="Titley">	NNP	<unknown>
-	:	-
This	DT	this
report	NN	report
calls	VBZ	call
for	IN	for
drastic	JJ	drastic
cuts	NNS	cut
in	IN	in
the	DT	the
level	NN	level
of	IN	of
illegal	JJ	illegal
state	NN	state
aid	NN	aid
dished	VBN	dish
out	RP	out
by	IN	by
some	DT	some
Member	NNP	Member
States	NNPS	States
.	.	.

Although	IN	although
I	PRP	i
wholeheartedly	RB	wholeheartedly
support	VBP	support
this	DT	this
aim	NN	aim
,	,	,
I	PRP	i
would	MD	would
much	RB	much
rather	RB	rather
see	VB	see
such	JJ	such
aid	NN	aid
eliminated	VBN	eliminate
altogether	RB	altogether
.	.	.

In	IN	in
my	PRP$	my
mind	NN	mind
,	,	,
illegal	JJ	illegal
state	NN	state
aid	NN	aid
amounts	VBZ	amount
to	TO	to
little	RB	little
more	JJR	more
than	IN	than
state-sponsored	JJ	state-sponsored
social	JJ	social
dumping	NN	dumping
.	.	.

We	PRP	we
all	DT	all
oppose	VBP	oppose
social	JJ	social
dumping	NN	dumping
when	WRB	when
perpetrated	VBN	perpetrate
by	IN	by
fat	JJ	fat
cat	NN	cat
industry	NN	industry
,	,	,
we	PRP	we
must	MD	must
also	RB	also
oppose	VB	oppose
it	PRP	it
when	WRB	when
perpetrated	VBN	perpetrate
by	IN	by
governments	NNS	government
.	.	.

<P>	RB	<unknown>
If	IN	if
we	PRP	we
are	VBP	be
to	TO	to
have	VB	have
an	DT	an
effective	JJ	effective
single	JJ	single
market	NN	market
that	WDT	that
makes	VBZ	make
European	JJ	European
industry	NN	industry
globally	RB	globally
competitive	JJ	competitive
and	CC	and
generates	VBZ	generate
wealth	NN	wealth
and	CC	and
employment	NN	employment
for	IN	for
all	DT	all
Europeans	NNPS	Europeans
,	,	,
then	RB	then
we	PRP	we
must	MD	must
have	VB	have
a	DT	a
level	NN	level
playing	NN	playing
field	NN	field
.	.	.

Illegal	JJ	Illegal
state	NN	state
aid	NN	aid
,	,	,
by	IN	by
contrast	NN	contrast
,	,	,
destroys	VBZ	destroy
competitive	JJ	competitive
companies	NNS	company
and	CC	and
creates	VBZ	create
unemployment	NN	unemployment
.	.	.

<P>	RB	<unknown>
There	EX	there
are	VBP	be
,	,	,
of	IN	of
course	NN	course
,	,	,
cases	NNS	case
when	WRB	when
state	NN	state
aid	NN	aid
can	MD	can
be	VB	be
necessary	JJ	necessary
and	CC	and
legitimate	JJ	legitimate
,	,	,
for	IN	for
example	NN	example
helping	VBG	help
companies	NNS	company
restructure	NN	restructure
.	.	.

In	IN	in
all	DT	all
such	JJ	such
cases	NNS	case
,	,	,
however	RB	however
,	,	,
strict	JJ	strict
criteria	NNS	criterion
must	MD	must
be	VB	be
met	VBN	meet
and	CC	and
prior	JJ	prior
approval	NN	approval
from	IN	from
the	DT	the
European	NNP	European
Commission	NNP	Commission
gained	VBD	gain
.	.	.

Whether	IN	whether
we	PRP	we
are	VBP	be
talking	VBG	talk
about	IN	about
beef	NN	beef
to	TO	to
France	NNP	France
or	CC	or
about	IN	about
backhanders	NNS	backhander
to	TO	to
industry	NN	industry
,	,	,
EU	NNP	EU
Member	NNP	Member
States	NNP	States
must	MD	must
not	RB	not
be	VB	be
allowed	VBN	allow
to	TO	to
flout	VB	flout
the	DT	the
law	NN	law
.	.	.

<P>	RB	<unknown>
I	PRP	i
enthusiastically	RB	enthusiastically
support	VBP	support
the	DT	the
report	NN	report
's	POS	's
proposal	NN	proposal
to	TO	to
publish	VB	publish
a	DT	a
"	VBG	"
scoreboard	NN	scoreboard
"	``	"
showing	VBG	show
the	DT	the
amount	NN	amount
of	IN	of
state	NN	state
aid	NN	aid
per	IN	per
Member	NNP	Member
State	NNP	State
.	.	.

Countries	NNS	country
that	WDT	that
claim	VBP	claim
to	TO	to
be	VB	be
at	IN	at
the	DT	the
heart	NN	heart
of	IN	of
Europe	NNP	Europe
but	CC	but
which	WDT	which
systematically	RB	systematically
break	VBP	break
its	PRP$	its
rules	NNS	rule
should	MD	should
be	VB	be
named	VBN	name
and	CC	and
shamed	VBN	shame
and	CC	and
their	PRP$	<unknown>
hypocrisy	NN	hypocrisy
revealed	VBN	reveal
.	.	.

Member	NNP	Member
States	NNP	States
cannot	NN	cannot
be	VB	be
allowed	VBN	allow
to	TO	to
proclaim	VB	proclaim
European	JJ	European
solidarity	NN	solidarity
in	IN	in
public	NN	public
while	IN	while
trying	VBG	try
to	TO	to
undermine	VB	undermine
the	DT	the
single	JJ	single
market	NN	market
in	IN	in
private	NN	private
.	.	.

<P>	RB	<unknown>
I	PRP	i
take	VBP	take
some	DT	some
mild	JJ	mild
encouragement	NN	encouragement
from	IN	from
the	DT	the
fact	NN	fact
that	IN	that
levels	NNS	level
of	IN	of
state	NN	state
aid	NN	aid
to	TO	to
industry	NN	industry
in	IN	in
Europe	NNP	Europe
appear	VBP	appear
to	TO	to
be	VB	be
falling	VBG	fall
.	.	.

Much	RB	much
remains	VBZ	remain
to	TO	to
be	VB	be
done	VBN	do
,	,	,
however	RB	however
,	,	,
and	CC	and
I	PRP	i
call	VBP	call
on	IN	on
the	DT	the
Commission	NNP	Commission
to	TO	to
be	VB	be
far	RB	far
tougher	JJR	tough
in	IN	in
exposing	VBG	expose
the	DT	the
subsidy	NN	subsidy
junkies	NNS	junkie
of	IN	of
Europe	NNP	Europe
.	.	.

<SPEAKER	NN	<unknown>
ID=79	NNP	<unknown>
LANGUAGE="PT	NNP	<unknown>
"	NNP	"
NAME="Figueiredo">	NNP	<unknown>
.	.	.

(	(	(
PT	NNP	PT
)	)	)
The	DT	the
Commission	NNP	Commission
'	''	'
s	POS	s
main	JJ	main
instruments	NNS	instrument
for	IN	for
overcoming	VBG	overcome
regional	JJ	regional
disparities	NNS	disparity
are	VBP	be
the	DT	the
Structural	NNP	Structural
Funds	NNPS	Funds
and	CC	and
the	DT	the
Cohesion	NNP	Cohesion
Fund	NNP	Fund
.	.	.

It	PRP	it
is	VBZ	be
therefore	RB	therefore
crucial	JJ	crucial
that	IN	that
the	DT	the
European	NNP	European
Parliament	NNP	Parliament
drafts	VBZ	draft
its	PRP$	its
broad	JJ	broad
indicative	JJ	indicative
guidelines	NNS	guideline
without	IN	without
threatening	VBG	threaten
the	DT	the
principle	NN	principle
of	IN	of
subsidiarity	NN	subsidiarity
,	,	,
given	VBN	give
that	IN	that
establishing	VBG	establish
the	DT	the
development	NN	development
strategy	NN	strategy
for	IN	for
each	DT	each
country	NN	country
falls	VBZ	fall
to	TO	to
the	DT	the
respective	JJ	respective
Member	NNP	Member
States	NNPS	States
.	.	.

Unfortunately	RB	unfortunately
,	,	,
the	DT	the
European	NNP	European
Commission	NNP	Commission
has	VBZ	have
already	RB	already
moved	VBN	move
ahead	RB	ahead
with	IN	with
its	PRP$	its
guidelines	NNS	guideline
and	CC	and
Parliament	NNP	Parliament
'	POS	'
s	POS	s
position	NN	position
on	IN	on
the	DT	the
programmes	NNS	programme
for	IN	for
2000-2006	CD	2000-2006
does	VBZ	do
not	RB	not
carry	VB	carry
much	JJ	much
weight	NN	weight
.	.	.

<P>	VBP	<unknown>
It	PRP	it
is	VBZ	be
nevertheless	RB	nevertheless
important	JJ	important
to	TO	to
reiterate	VB	reiterate
the	DT	the
need	NN	need
for	IN	for
the	DT	the
main	JJ	main
priority	NN	priority
of	IN	of
these	DT	these
funds	NNS	fund
to	TO	to
be	VB	be
the	DT	the
development	NN	development
of	IN	of
the	DT	the
countries	NNS	country
and	CC	and
regions	NNS	region
with	IN	with
the	DT	the
greatest	JJS	great
problems	NNS	problem
and	CC	and
of	IN	of
the	DT	the
outermost	JJ	outermost
regions	NNS	region
,	,	,
of	IN	of
which	WDT	which
the	DT	the
Portuguese	JJ	Portuguese
regions	NNS	region
of	IN	of
the	DT	the
Azores	NNPS	Azore
and	CC	and
Madeira	NNP	Madeira
are	VBP	be
examples	NNS	example
.	.	.

This	DT	this
must	MD	must
be	VB	be
done	VBN	do
with	IN	with
the	DT	the
objective	NN	objective
of	IN	of
achieving	VBG	achieve
economic	JJ	economic
and	CC	and
social	JJ	social
cohesion	NN	cohesion
.	.	.

The	DT	the
truth	NN	truth
is	VBZ	be
though	RB	though
,	,	,
that	IN	that
the	DT	the
Commission	NNP	Commission
'	''	'
s	POS	s
guidelines	NNS	guideline
do	VBP	do
not	RB	not
fully	RB	fully
meet	VB	meet
these	DT	these
objectives	NNS	objective
.	.	.

<P>	RB	<unknown>
On	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
,	,	,
it	PRP	it
is	VBZ	be
crucial	JJ	crucial
that	IN	that
there	EX	there
are	VBP	be
precise	JJ	precise
indications	NNS	indication
and	CC	and
sufficient	JJ	sufficient
funds	NNS	fund
in	IN	in
areas	NNS	area
such	JJ	such
as	IN	as
creating	VBG	create
decent	JJ	decent
jobs	NNS	job
-	:	-
with	IN	with
rights	NNS	right
-	:	-
effectively	RB	effectively
promoting	VBG	promote
equality	NN	equality
in	IN	in
law	NN	law
and	CC	and
opportunity	NN	opportunity
,	,	,
and	CC	and
supporting	VBG	support
the	DT	the
social	JJ	social
economy	NN	economy
and	CC	and
solidarity	NN	solidarity
.	.	.

There	EX	there
must	MD	must
also	RB	also
be	VB	be
support	NN	support
for	IN	for
rural	JJ	rural
development	NN	development
,	,	,
for	IN	for
small	JJ	small
and	CC	and
medium-sized	JJ	medium-sized
enterprises	NNS	enterprise
,	,	,
for	IN	for
improving	VBG	improve
the	DT	the
quality	NN	quality
of	IN	of
life	NN	life
of	IN	of
urban	JJ	urban
populations	NNS	population
in	IN	in
deprived	JJ	deprived
areas	NNS	area
,	,	,
specifically	RB	specifically
in	IN	in
the	DT	the
field	NN	field
of	IN	of
social	JJ	social
housing	NN	housing
,	,	,
with	IN	with
a	DT	a
view	NN	view
to	TO	to
achieving	VBG	achieve
sustainable	JJ	sustainable
urban	JJ	urban
development	NN	development
.	.	.

<SPEAKER	NN	<unknown>
ID=80	NNP	<unknown>
LANGUAGE="IT	NNP	<unknown>
"	NNP	"
NAME="Poli	NNP	<unknown>
Bortone">	NNP	<unknown>
.	.	.

(	(	(
IT	NN	IT
)	)	)
While	IN	while
Article	NNP	Article
158	CD	@card@
of	IN	of
the	DT	the
EC	NNP	EC
Treaty	NNP	Treaty
aims	VBZ	aim
to	TO	to
promote	VB	promote
the	DT	the
harmonious	JJ	harmonious
development	NN	development
of	IN	of
all	DT	all
of	IN	of
the	DT	the
Communities	NNPS	Communities
,	,	,
we	PRP	we
must	MD	must
say	VB	say
that	IN	that
the	DT	the
goal	NN	goal
of	IN	of
eliminating	VBG	eliminate
disparities	NNS	disparity
is	VBZ	be
still	RB	still
a	DT	a
long	JJ	long
way	NN	way
from	IN	from
being	VBG	be
fulfilled	VBN	fulfill
,	,	,
or	CC	or
rather	RB	rather
in	IN	in
some	DT	some
cases	NNS	case
,	,	,
as	IN	as
with	IN	with
Italy	NNP	Italy
'	POS	'
s	POS	s
Objective	NNP	Objective
1	CD	@card@
zones	NNS	zone
,	,	,
paradoxically	RB	paradoxically
,	,	,
disparities	NNS	disparity
are	VBP	be
being	VBG	be
exacerbated	VBN	exacerbate
,	,	,
particularly	RB	particularly
because	IN	because
of	IN	of
the	DT	the
continuing	VBG	continue
weak	JJ	weak
approach	NN	approach
of	IN	of
the	DT	the
structural	JJ	structural
apparatus	NN	apparatus
to	TO	to
Community	NNP	Community
procedures	NNS	procedure
and	CC	and
the	DT	the
persistent	JJ	persistent
muddle	NN	muddle
of	IN	of
procedures	NNS	procedure
;	:	;
despite	IN	despite
the	DT	the
changes	NNS	change
to	TO	to
the	DT	the
rules	NNS	rule
,	,	,
the	DT	the
Community	NNP	Community
structures	NNS	structure
have	VBP	have
not	RB	not
yet	RB	yet
been	VBN	be
streamlined	VBN	streamline
.	.	.

In	IN	in
the	DT	the
first	JJ	first
place	NN	place
,	,	,
if	IN	if
administrative	JJ	administrative
procedures	NNS	procedure
are	VBP	be
not	RB	not
simplified	VBN	simplify
,	,	,
it	PRP	it
will	MD	will
be	VB	be
hard	JJ	hard
to	TO	to
attain	VB	attain
Community	NNP	Community
objectives	NNS	objective
on	IN	on
reform	NN	reform
,	,	,
with	IN	with
a	DT	a
view	NN	view
to	TO	to
greater	JJR	great
efficiency	NN	efficiency
and	CC	and
concentration	NN	concentration
.	.	.

In	IN	in
this	DT	this
respect	NN	respect
,	,	,
the	DT	the
Commission	NNP	Commission
document	NN	document
has	VBZ	have
shortcomings	NNS	shortcoming
,	,	,
as	IN	as
it	PRP	it
makes	VBZ	make
no	DT	no
recommendation	NN	recommendation
to	TO	to
the	DT	the
Member	NNP	Member
States	NNPS	States
to	TO	to
simplify	VB	simplify
procedures	NNS	procedure
and	CC	and
national	JJ	national
legislation	NN	legislation
for	IN	for
the	DT	the
presentation	NN	presentation
and	CC	and
examination	NN	examination
of	IN	of
projects	NNS	project
by	IN	by
the	DT	the
national	JJ	national
authorities	NNS	authority
,	,	,
and	CC	and
for	IN	for
their	PRP$	<unknown>
funding	NN	funding
,	,	,
execution	NN	execution
and	CC	and
monitoring	NN	monitoring
.	.	.

SMEs	NNS	SME
,	,	,
micro-enterprises	NNS	micro-enterpris
and	CC	and
craft	NN	craft
businesses	NNS	business
in	IN	in
particular	JJ	particular
are	VBP	be
still	RB	still
"	``	"
weak	JJ	weak
operators	NNS	operator
"	FW	"
,	,	,
given	VBN	give
that	IN	that
it	PRP	it
is	VBZ	be
precisely	RB	precisely
for	IN	for
them	PRP	them
that	IN	that
the	DT	the
regulatory	JJ	regulatory
and	CC	and
administrative	JJ	administrative
constraints	NNS	constraint
imposed	VBN	impose
by	IN	by
some	DT	some
Member	NNP	Member
States	NNPS	States
,	,	,
including	VBG	include
Italy	NNP	Italy
,	,	,
are	VBP	be
major	JJ	major
obstacles	NNS	obstacle
to	TO	to
accessing	VBG	access
Structural	NNP	Structural
Funds	NNPS	Funds
.	.	.

<P>	IN	<unknown>
A	DT	a
considerable	JJ	considerable
stumbling	VBG	stumble
block	NN	block
is	VBZ	be
the	DT	the
fact	NN	fact
that	IN	that
the	DT	the
regions	NNS	region
and	CC	and
other	JJ	other
operators	NNS	operator
find	VBP	find
it	PRP	it
impossible	JJ	impossible
and	CC	and
are	VBP	be
incapable	JJ	incapable
of	IN	of
making	VBG	make
plans	NNS	plan
in	IN	in
time	NN	time
.	.	.

In	IN	in
view	NN	view
of	IN	of
this	DT	this
,	,	,
in	IN	in
accordance	NN	accordance
with	IN	with
the	DT	the
decision	NN	decision
on	IN	on
the	DT	the
97/99	CD	@card@
guidelines	NNS	guideline
(	(	(
Howitts	NNP	Howitts
report	NN	report
)	)	)
,	,	,
the	DT	the
Commission	NNP	Commission
should	MD	should
have	VB	have
consulted	VBN	consult
Parliament	NNP	Parliament
in	IN	in
time	NN	time
.	.	.

In	IN	in
fact	NN	fact
,	,	,
it	PRP	it
found	VBD	find
a	DT	a
sort	NN	sort
of	IN	of
convenient	JJ	convenient
excuse	NN	excuse
in	IN	in
the	DT	the
shortening	NN	shortening
of	IN	of
the	DT	the
programming	NN	programming
stage	NN	stage
in	IN	in
the	DT	the
Member	NNP	Member
States	NNPS	States
,	,	,
and	CC	and
it	PRP	it
published	VBD	publish
the	DT	the
guidelines	NNS	guideline
back	RB	back
in	IN	in
July	NNP	July
1999	CD	@card@
,	,	,
even	RB	even
before	IN	before
the	DT	the
new	JJ	new
Parliament	NNP	Parliament
had	VBD	have
taken	VBN	take
up	RP	up
its	PRP$	its
legislative	JJ	legislative
duties	NNS	duty
,	,	,
thereby	RB	thereby
preventing	VBG	prevent
Parliament	NNP	Parliament
itself	PRP	itself
from	IN	from
having	VBG	have
any	DT	any
influence	NN	influence
on	IN	on
the	DT	the
current	JJ	current
content	NN	content
of	IN	of
the	DT	the
guidelines	NNS	guideline
.	.	.

This	DT	this
is	VBZ	be
why	WRB	why
the	DT	the
mid-term	JJ	mid-term
review	NN	review
,	,	,
provided	VBN	provide
for	IN	for
under	IN	under
Article	NNP	Article
42	CD	@card@
of	IN	of
Regulation	NNP	Regulation
1260/99	CD	1260/99
,	,	,
will	MD	will
be	VB	be
of	IN	of
considerable	JJ	considerable
importance	NN	importance
.	.	.

<P>	RB	<unknown>
In	IN	in
general	JJ	general
,	,	,
the	DT	the
current	JJ	current
guidelines	NNS	guideline
cannot	NN	cannot
be	VB	be
considered	VBN	consider
as	IN	as
clear	JJ	clear
or	CC	or
transparent	JJ	transparent
.	.	.

They	PRP	they
merely	RB	merely
touch	VBP	touch
on	IN	on
the	DT	the
-	:	-
nevertheless	RB	nevertheless
important	JJ	important
-	:	-
issue	NN	issue
of	IN	of
the	DT	the
possibility	NN	possibility
of	IN	of
assessing	VBG	assess
the	DT	the
progress	NN	progress
made	VBN	make
in	IN	in
relation	NN	relation
to	TO	to
verifiable	JJ	verifiable
objectives	NNS	objective
which	WDT	which
are	VBP	be
completely	RB	completely
consonant	JJ	consonant
with	IN	with
the	DT	the
strategies	NNS	strategy
followed	VBN	follow
in	IN	in
Community	NNP	Community
policies	NNS	policy
,	,	,
and	CC	and
they	PRP	they
do	VBP	do
not	RB	not
pay	VB	pay
enough	JJ	enough
attention	NN	attention
to	TO	to
the	DT	the
implications	NNS	implication
of	IN	of
enlargement	NN	enlargement
,	,	,
so	RB	so
much	RB	much
so	IN	so
that	IN	that
they	PRP	they
do	VBP	do
not	RB	not
contain	VB	contain
specific	JJ	specific
provisions	NNS	provision
or	CC	or
clarifications	NNS	clarification
as	IN	as
regards	NNS	regard
either	CC	either
regional	JJ	regional
and	CC	and
national	JJ	national
authorities	NNS	authority
,	,	,
or	CC	or
candidate	NN	candidate
countries	NNS	country
.	.	.

That	DT	that
said	VBD	say
,	,	,
the	DT	the
differing	VBG	differ
approach	NN	approach
adopted	VBN	adopt
in	IN	in
the	DT	the
guidelines	NNS	guideline
,	,	,
which	WDT	which
are	VBP	be
not	RB	not
geared	VBN	gear
to	TO	to
geographical	JJ	geographical
objectives	NNS	objective
,	,	,
but	CC	but
rather	RB	rather
to	TO	to
policy	NN	policy
areas	NNS	area
,	,	,
can	MD	can
be	VB	be
considered	VBN	consider
as	IN	as
positive	JJ	positive
.	.	.

While	IN	while
in	IN	in
theory	NN	theory
this	DT	this
may	MD	may
meet	VB	meet
the	DT	the
need	NN	need
for	IN	for
concentration	NN	concentration
and	CC	and
therefore	RB	therefore
the	DT	the
efficiency	NN	efficiency
of	IN	of
interventions	NNS	intervention
,	,	,
we	PRP	we
cannot	VBP	cannot
help	NN	help
wondering	VBG	wonder
whether	IN	whether
the	DT	the
current	JJ	current
situation	NN	situation
of	IN	of
the	DT	the
Objective	NNP	Objective
1	CD	@card@
zones	NNS	zone
allows	VBZ	allow
,	,	,
in	IN	in
practice	NN	practice
,	,	,
a	DT	a
policy	NN	policy
of	IN	of
integrated	VBN	integrate
interventions	NNS	intervention
,	,	,
for	IN	for
which	WDT	which
an	DT	an
operational	JJ	operational
instrument	NN	instrument
to	TO	to
coordinate	VB	coordinate
the	DT	the
appropriations	NNS	appropriation
is	VBZ	be
necessary	JJ	necessary
.	.	.

We	PRP	we
could	MD	could
then	RB	then
,	,	,
theoretically	RB	theoretically
,	,	,
also	RB	also
support	VB	support
the	DT	the
Commission	NNP	Commission
'	''	'
s	POS	s
call	NN	call
for	IN	for
a	DT	a
management	NN	management
unit	NN	unit
for	IN	for
structural	JJ	structural
assistance	NN	assistance
in	IN	in
the	DT	the
Member	NNP	Member
States	NNPS	States
,	,	,
with	IN	with
the	DT	the
task	NN	task
of	IN	of
coordinating	VBG	coordinate
the	DT	the
implementation	NN	implementation
and	CC	and
administration	NN	administration
of	IN	of
structural	JJ	structural
assistance	NN	assistance
there,provided	VBN	there,provide
that	IN	that
this	DT	this
unit	NN	unit
does	VBZ	do
not	RB	not
become	VB	become
a	DT	a
centralising	JJ	centralising
instrument	NN	instrument
at	IN	at
supranational	JJ	supranational
level	NN	level
,	,	,
but	CC	but
guarantees	VBZ	guarantee
real	JJ	real
help	NN	help
for	IN	for
those	DT	those
zones	NNS	zone
-	:	-
and	CC	and
I	PRP	i
stress	VBP	stress
this	DT	this
once	RB	once
again	RB	again
-	:	-
which	WDT	which
,	,	,
owing	VBG	owe
to	TO	to
a	DT	a
whole	JJ	whole
string	NN	string
of	IN	of
converging	VBG	converge
negative	JJ	negative
factors	NNS	factor
,	,	,
have	VBP	have
not	RB	not
yet	RB	yet
harnessed	VBN	harness
Structural	NNP	Structural
Funds	NNPS	Funds
to	TO	to
sufficient	JJ	sufficient
levels	NNS	level
,	,	,
with	IN	with
the	DT	the
result	NN	result
that	IN	that
replacing	VBG	replace
the	DT	the
geographical	JJ	geographical
objective	NN	objective
with	IN	with
policy	NN	policy
areas	NNS	area
could	MD	could
,	,	,
in	IN	in
fact	NN	fact
,	,	,
amount	VB	amount
to	TO	to
a	DT	a
negative	JJ	negative
intervention	NN	intervention
.	.	.

<P>	VBZ	<unknown>
The	DT	the
guidelines	NNS	guideline
,	,	,
as	IN	as
adopted	VBN	adopt
by	IN	by
the	DT	the
Commission	NNP	Commission
,	,	,
are	VBP	be
very	RB	very
limited	JJ	limited
because	IN	because
,	,	,
instead	RB	instead
of	IN	of
meeting	VBG	meet
the	DT	the
aim	NN	aim
of	IN	of
providing	VBG	provide
guidance	NN	guidance
,	,	,
they	PRP	they
are	VBP	be
providing	VBG	provide
a	DT	a
shopping	NN	shopping
list	NN	list
of	IN	of
possible	JJ	possible
measures	NNS	measure
,	,	,
a	DT	a
shopping	NN	shopping
list	NN	list
which	WDT	which
,	,	,
as	IN	as
it	PRP	it
fails	VBZ	fail
to	TO	to
set	VB	set
priorities	NNS	priority
in	IN	in
ascending	VBG	ascend
order	NN	order
,	,	,
could	MD	could
even	RB	even
put	VB	put
the	DT	the
Member	NNP	Member
States	NNPS	States
on	IN	on
the	DT	the
wrong	JJ	wrong
track	NN	track
by	IN	by
guiding	VBG	guide
them	PRP	them
towards	IN	towards
a	DT	a
series	NN	series
of	IN	of
proposals	NNS	proposal
that	WDT	that
is	VBZ	be
at	IN	at
odds	NNS	odd
with	IN	with
the	DT	the
desired	VBN	desire
concentration	NN	concentration
.	.	.

<P>	VBP	<unknown>
We	PRP	we
could	MD	could
say	VB	say
that	IN	that
,	,	,
in	IN	in
this	DT	this
state	NN	state
of	IN	of
affairs	NNS	affair
,	,	,
we	PRP	we
have	VBP	have
once	RB	once
again	RB	again
missed	VBN	miss
the	DT	the
opportunity	NN	opportunity
to	TO	to
really	RB	really
strengthen	VB	strengthen
sustainable	JJ	sustainable
urban	JJ	urban
development	NN	development
by	IN	by
ring-fencing	JJ	ring-fencing
ever-increasing	JJ	ever-increasing
urbanisation	NN	urbanisation
and	CC	and
,	,	,
hence	RB	hence
the	DT	the
destruction	NN	destruction
of	IN	of
the	DT	the
countryside	NN	countryside
.	.	.

There	EX	there
has	VBZ	have
been	VBN	be
no	DT	no
appropriate	JJ	appropriate
assessment	NN	assessment
of	IN	of
the	DT	the
importance	NN	importance
of	IN	of
the	DT	the
global	JJ	global
grant	NN	grant
instrument	NN	instrument
,	,	,
which	WDT	which
could	MD	could
prove	VB	prove
to	TO	to
be	VB	be
extremely	RB	extremely
useful	JJ	useful
in	IN	in
redressing	VBG	redress
the	DT	the
balance	NN	balance
between	IN	between
urban	JJ	urban
and	CC	and
rural	JJ	rural
zones	NNS	zone
and	CC	and
,	,	,
moreover	RB	moreover
,	,	,
would	MD	would
accord	VB	accord
proper	JJ	proper
status	NN	status
to	TO	to
local	JJ	local
bodies	NNS	body
which	WDT	which
,	,	,
being	VBG	be
independent	JJ	independent
,	,	,
could	MD	could
bring	VB	bring
about	IN	about
the	DT	the
conditions	NNS	condition
for	IN	for
territorial	JJ	territorial
development	NN	development
more	RBR	more
quickly	RB	quickly
,	,	,
and	CC	and
make	VB	make
a	DT	a
practical	JJ	practical
contribution	NN	contribution
to	TO	to
the	DT	the
efforts	NNS	effort
to	TO	to
reform	VB	reform
the	DT	the
Structural	NNP	Structural
Funds	NNPS	Funds
and	CC	and
to	TO	to
achieve	VB	achieve
the	DT	the
objectives	NNS	objective
of	IN	of
efficiency	NN	efficiency
,	,	,
concentration	NN	concentration
and	CC	and
administrative	JJ	administrative
reform	NN	reform
.	.	.

Rural	JJ	rural
areas	NNS	area
must	MD	must
truly	RB	truly
be	VB	be
seen	VBN	see
as	IN	as
a	DT	a
resource	NN	resource
which	WDT	which
should	MD	should
be	VB	be
increasingly	RB	increasingly
invested	VBN	invest
in	IN	in
,	,	,
by	IN	by
encouraging	VBG	encourage
young	JJ	young
people	NNS	people
to	TO	to
remain	VB	remain
in	IN	in
rural	JJ	rural
areas	NNS	area
in	IN	in
order	NN	order
to	TO	to
prevent	VB	prevent
their	PRP$	<unknown>
economic	JJ	economic
and	CC	and
social	JJ	social
disintegration	NN	disintegration
.	.	.

<P>	NNP	<unknown>
It	PRP	it
is	VBZ	be
now	RB	now
a	DT	a
fact	NN	fact
