<CHAPTER	NNP	<CHAPTER
process	NN	process
.	.	.

This	DT	this
was	VBD	be
the	DT	the
opening	NN	opening
statement	NN	statement
of	IN	of
Commission	NNP	Commission
President	NNP	President
,	,	,
Prodi	NNP	Prodi
,	,	,
when	WRB	when
he	PRP	he
presented	VBD	present
the	DT	the
strategic	JJ	strategic
objectives	NNS	objective
of	IN	of
the	DT	the
European	NNP	European
Commission	NNP	Commission
for	IN	for
the	DT	the
next	JJ	next
five	CD	five
years	NNS	year
.	.	.

<P>	VBP	<unknown>
We	PRP	we
await	VBP	await
the	DT	the
White	NNP	White
Paper	NNP	Paper
on	IN	on
the	DT	the
governance	NN	governance
of	IN	of
the	DT	the
European	NNP	European
Union	NNP	Union
dealing	VBG	deal
with	IN	with
the	DT	the
issue	NN	issue
of	IN	of
balance	NN	balance
between	IN	between
Member	NNP	Member
States	NNP	States
'	POS	'
governments	NNS	government
and	CC	and
the	DT	the
European	NNP	European
Union	NNP	Union
institutions	NNS	institution
which	WDT	which
is	VBZ	be
to	TO	to
be	VB	be
published	VBN	publish
this	DT	this
summer	NN	summer
.	.	.

On	IN	on
this	DT	this
specific	JJ	specific
point	NN	point
I	PRP	i
think	VBP	think
it	PRP	it
is	VBZ	be
important	JJ	important
that	IN	that
we	PRP	we
address	VBP	address
the	DT	the
reform	NN	reform
of	IN	of
the	DT	the
internal	JJ	internal
decision-making	JJ	decision-making
procedures	NNS	procedure
of	IN	of
the	DT	the
Commission	NNP	Commission
.	.	.

The	DT	the
Commission	NNP	Commission
,	,	,
in	IN	in
its	PRP$	its
proposals	NNS	proposal
to	TO	to
the	DT	the
forthcoming	JJ	forthcoming
intergovernmental	JJ	intergovernmental
conference	NN	conference
,	,	,
has	VBZ	have
indicated	VBN	indicate
that	IN	that
its	PRP$	its
preference	NN	preference
lies	VBZ	lie
in	IN	in
seeing	VBG	see
smaller	JJR	small
Member	NNP	Member
States	NNPS	States
lose	VBP	lose
their	PRP$	<unknown>
automatic	JJ	automatic
right	NN	right
to	TO	to
nominate	VB	nominate
a	DT	a
member	NN	member
of	IN	of
the	DT	the
European	NNP	European
Commission	NNP	Commission
.	.	.

This	DT	this
is	VBZ	be
a	DT	a
scenario	NN	scenario
whereby	WRB	whereby
the	DT	the
European	NNP	European
Union	NNP	Union
has	VBZ	have
a	DT	a
membership	NN	membership
of	IN	of
over	IN	over
25	CD	@card@
Member	NNP	Member
States	NNPS	States
.	.	.

<P>	VBP	<unknown>
I	PRP	i
do	VBP	do
not	RB	not
want	VB	want
to	TO	to
see	VB	see
a	DT	a
two-tier	JJ	two-tier
European	NNP	European
Union	NNP	Union
built	VBN	build
.	.	.

I	PRP	i
believe	VBP	believe
this	DT	this
would	MD	would
fly	VB	fly
in	IN	in
the	DT	the
face	NN	face
of	IN	of
the	DT	the
spirit	NN	spirit
and	CC	and
objective	NN	objective
of	IN	of
the	DT	the
Treaty	NNP	Treaty
of	IN	of
Rome	NNP	Rome
and	CC	and
all	DT	all
subsequent	JJ	subsequent
treaties	NNS	treaty
.	.	.

There	EX	there
must	MD	must
be	VB	be
equality	NN	equality
in	IN	in
terms	NNS	term
of	IN	of
national	JJ	national
representation	NN	representation
within	IN	within
the	DT	the
Commission	NNP	Commission
and	CC	and
within	IN	within
all	PDT	all
the	DT	the
other	JJ	other
European	JJ	European
institutions	NNS	institution
.	.	.

I	PRP	i
would	MD	would
like	VB	like
to	TO	to
remind	VB	remind
those	DT	those
who	WP	who
seek	VBP	seek
to	TO	to
eliminate	VB	eliminate
the	DT	the
right	NN	right
of	IN	of
small	JJ	small
Member	NNP	Member
States	NNPS	States
to	TO	to
nominate	VB	nominate
a	DT	a
European	NNP	European
Commissioner	NNP	Commissioner
that	IN	that
the	DT	the
United	NNP	United
States	NNPS	States
of	IN	of
America	NNP	America
gives	VBZ	give
smaller	JJR	small
states	NNS	state
the	DT	the
same	JJ	same
recognition	NN	recognition
as	IN	as
larger	JJR	large
states	NNS	state
in	IN	in
the	DT	the
United	NNP	United
States	NNPS	States
Senate	NNP	Senate
.	.	.

More	JJR	more
or	CC	or
less	JJR	less
each	DT	each
of	IN	of
the	DT	the
50	CD	50
states	NNS	state
in	IN	in
the	DT	the
US	NNP	US
has	VBZ	have
two	CD	two
elected	VBN	elect
positions	NNS	position
in	IN	in
the	DT	the
United	NNP	United
States	NNP	States
Senate	NNP	Senate
,	,	,
regardless	RB	regardless
of	IN	of
its	PRP$	its
population	NN	population
.	.	.

<P>	VBP	<unknown>
Any	DT	any
future	JJ	future
reforms	NNS	reform
of	IN	of
the	DT	the
European	NNP	European
Union	NNP	Union
treaties	NNS	treaty
will	MD	will
require	VB	require
a	DT	a
referendum	NN	referendum
to	TO	to
be	VB	be
held	VBN	hold
in	IN	in
my	PRP$	my
country	NN	country
.	.	.

It	PRP	it
would	MD	would
be	VB	be
very	RB	very
difficult	JJ	difficult
for	IN	for
those	DT	those
who	WP	who
propose	VBP	propose
a	DT	a
'	''	'
yes	UH	yes
'	''	'
vote	NN	vote
in	IN	in
any	DT	any
such	JJ	such
future	JJ	future
treaty	NN	treaty
to	TO	to
win	VB	win
the	DT	the
support	NN	support
of	IN	of
the	DT	the
Irish	JJ	Irish
people	NNS	people
if	IN	if
we	PRP	we
lose	VBP	lose
our	PRP$	our
right	NN	right
to	TO	to
have	VB	have
our	PRP$	our
nominee	NN	nominee
to	TO	to
the	DT	the
European	NNP	European
Commission	NNP	Commission
.	.	.

<P>	NNP	<unknown>
Undoubtedly	RB	undoubtedly
,	,	,
reform	NN	reform
of	IN	of
the	DT	the
European	NNP	European
Council	NNP	Council
is	VBZ	be
also	RB	also
going	VBG	go
to	TO	to
be	VB	be
included	VBN	include
in	IN	in
this	DT	this
White	NNP	White
Paper	NNP	Paper
on	IN	on
the	DT	the
governance	NN	governance
of	IN	of
the	DT	the
European	NNP	European
Union	NNP	Union
which	WDT	which
will	MD	will
be	VB	be
published	VBN	publish
this	DT	this
summer	NN	summer
.	.	.

Once	RB	once
again	RB	again
there	EX	there
are	VBP	be
special	JJ	special
areas	NNS	area
of	IN	of
policy-making	NN	policy-making
which	WDT	which
should	MD	should
be	VB	be
left	VBN	leave
to	TO	to
the	DT	the
domain	NN	domain
of	IN	of
the	DT	the
national	JJ	national
Member	NNP	Member
States	NNPS	States
.	.	.

I	PRP	i
do	VBP	do
not	RB	not
believe	VB	believe
that	IN	that
there	EX	there
is	VBZ	be
broad	JJ	broad
support	NN	support
in	IN	in
Europe	NNP	Europe
for	IN	for
the	DT	the
introduction	NN	introduction
of	IN	of
qualified	JJ	qualified
majority	NN	majority
voting	NN	voting
on	IN	on
taxation	NN	taxation
,	,	,
justice	NN	justice
and	CC	and
home	NN	home
affairs	NNS	affair
,	,	,
and	CC	and
foreign	JJ	foreign
affairs	NNS	affair
at	IN	at
European	NNP	European
Union	NNP	Union
level	NN	level
.	.	.

<P>	NNP	<unknown>
At	IN	at
present	NN	present
,	,	,
under	IN	under
Article	NNP	Article
99	CD	@card@
of	IN	of
the	DT	the
Treaty	NNP	Treaty
of	IN	of
Rome	NNP	Rome
,	,	,
decisions	NNS	decision
taken	VBN	take
at	IN	at
EU	NNP	EU
level	NN	level
concerning	VBG	concern
tax	NN	tax
changes	NNS	change
must	MD	must
be	VB	be
by	IN	by
unanimity	NN	unanimity
.	.	.

I	PRP	i
believe	VBP	believe
that	IN	that
this	DT	this
proposal	NN	proposal
should	MD	should
remain	VB	remain
,	,	,
as	IN	as
a	DT	a
common	JJ	common
European	JJ	European
taxation	NN	taxation
code	NN	code
would	MD	would
diminish	VB	diminish
rather	RB	rather
than	IN	than
enhance	VB	enhance
the	DT	the
workings	NNS	working
of	IN	of
the	DT	the
European	NNP	European
Union	NNP	Union
.	.	.

<P>	RB	<unknown>
I	PRP	i
support	VBP	support
the	DT	the
enlargement	NN	enlargement
of	IN	of
the	DT	the
European	NNP	European
Union	NNP	Union
.	.	.

I	PRP	i
support	VBP	support
institutional	JJ	institutional
changes	NNS	change
so	RB	so
as	IN	as
to	TO	to
ensure	VB	ensure
that	DT	that
enlargement	NN	enlargement
of	IN	of
the	DT	the
Union	NNP	Union
takes	VBZ	take
place	NN	place
in	IN	in
a	DT	a
streamlined	JJ	streamlined
and	CC	and
structured	JJ	structured
manner	NN	manner
.	.	.

However	RB	however
,	,	,
we	PRP	we
must	MD	must
remember	VB	remember
that	IN	that
the	DT	the
public	JJ	public
opinion	NN	opinion
of	IN	of
370	CD	@card@
million	CD	million
people	NNS	people
in	IN	in
the	DT	the
European	NNP	European
Union	NNP	Union
is	VBZ	be
a	DT	a
vital	JJ	vital
factor	NN	factor
in	IN	in
changing	VBG	change
the	DT	the
EU	NNP	EU
treaties	NNS	treaty
.	.	.

Changes	NNS	Change
should	MD	should
not	RB	not
be	VB	be
brought	VBN	bring
about	RP	about
too	RB	too
quickly	RB	quickly
and	CC	and
cannot	NN	cannot
be	VB	be
too	RB	too
sweeping	JJ	sweeping
,	,	,
otherwise	RB	otherwise
public	JJ	public
opinion	NN	opinion
will	MD	will
make	VB	make
ratification	NN	ratification
of	IN	of
any	DT	any
future	JJ	future
European	NNP	European
Union	NNP	Union
treaty	NN	treaty
very	RB	very
difficult	JJ	difficult
indeed	RB	indeed
.	.	.

<SPEAKER	NN	<unknown>
ID=24	NN	<unknown>
LANGUAGE="IT	NNP	<unknown>
"	NNP	"
NAME="Dell	NNP	<unknown>
'	''	'
Alba">	NNP	<unknown>
Madam	NNP	Madam
President	NNP	President
,	,	,
I	PRP	i
am	VBP	be
speaking	VBG	speak
on	IN	on
behalf	NN	behalf
of	IN	of
the	DT	the
Italian	NNP	Italian
Radical	NNP	Radical
Members	NNPS	Members
.	.	.

President	NNP	President
of	IN	of
the	DT	the
Commission	NNP	Commission
,	,	,
a	DT	a
short	JJ	short
while	NN	while
ago	RB	ago
you	PRP	you
said	VBD	say
that	IN	that
no	DT	no
political	JJ	political
structure	NN	structure
sets	VBZ	set
out	RP	out
five-year	JJ	five-year
plans	NNS	plan
.	.	.

This	DT	this
is	VBZ	be
true	JJ	true
,	,	,
if	IN	if
we	PRP	we
think	VBP	think
of	IN	of
Russia	NNP	Russia
'	''	'
s	POS	s
plans	NNS	plan
in	IN	in
the	DT	the
thirties	NNS	thirty
,	,	,
but	CC	but
at	IN	at
the	DT	the
start	NN	start
of	IN	of
your	PRP$	your
mandate	NN	mandate
,	,	,
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
,	,	,
you	PRP	you
yourself	PRP	yourself
announced	VBD	announce
at	IN	at
the	DT	the
Conference	NNP	Conference
of	IN	of
Presidents	NNPS	Presidents
that	IN	that
you	PRP	you
would	MD	would
,	,	,
however	RB	however
,	,	,
be	VB	be
presenting	VBG	present
a	DT	a
legislative	JJ	legislative
programme	NN	programme
,	,	,
or	CC	or
rather	RB	rather
,	,	,
the	DT	the
major	JJ	major
policy	NN	policy
lines	NNS	line
of	IN	of
the	DT	the
European	JJ	European
government	NN	government
of	IN	of
which	WDT	which
you	PRP	you
are	VBP	be
head	NN	head
and	CC	and
in	IN	in
the	DT	the
running	NN	running
of	IN	of
which	WDT	which
we	PRP	we
are	VBP	be
engaged	VBN	engage
today	NN	today
.	.	.

So	RB	so
,	,	,
whether	IN	whether
this	DT	this
is	VBZ	be
to	TO	to
be	VB	be
a	DT	a
government	NN	government
programme	NN	programme
or	CC	or
a	DT	a
potential	JJ	potential
programme	NN	programme
,	,	,
the	DT	the
breakdown	NN	breakdown
of	IN	of
the	DT	the
document	NN	document
you	PRP	you
distributed	VBD	distribute
to	TO	to
us	PRP	us
and	CC	and
of	IN	of
the	DT	the
accompanying	JJ	accompanying
speech	NN	speech
is	VBZ	be
not	RB	not
much	RB	much
more	JJR	more
than	IN	than
a	DT	a
list	NN	list
of	IN	of
good	JJ	good
intentions	NNS	intention
,	,	,
or	CC	or
rather	RB	rather
a	DT	a
list	NN	list
of	IN	of
issues	NNS	issue
on	IN	on
the	DT	the
table	NN	table
.	.	.

It	PRP	it
does	VBZ	do
not	RB	not
,	,	,
however	RB	however
,	,	,
give	VB	give
us	PRP	us
the	DT	the
impression	NN	impression
that	IN	that
the	DT	the
Commission	NNP	Commission
is	VBZ	be
taking	VBG	take
a	DT	a
clear	JJ	clear
position	NN	position
on	IN	on
any	DT	any
of	IN	of
these	DT	these
points	NNS	point
,	,	,
but	CC	but
that	IN	that
it	PRP	it
is	VBZ	be
just	RB	just
doing	VBG	do
the	DT	the
European	NNP	European
Commission	NNP	Commission
'	''	'
s	POS	s
duty	NN	duty
.	.	.

In	IN	in
this	DT	this
House	NNP	House
,	,	,
in	IN	in
the	DT	the
past	JJ	past
,	,	,
large-scale	JJ	large-scale
debates	NNS	debate
have	VBP	have
taken	VBN	take
place	NN	place
on	IN	on
major	JJ	major
strategic	JJ	strategic
options	NNS	option
which	WDT	which
the	DT	the
Commission	NNP	Commission
,	,	,
under	IN	under
its	PRP$	its
power	NN	power
of	IN	of
initiative	NN	initiative
,	,	,
launched	VBD	launch
,	,	,
not	RB	not
as	IN	as
experiments	NNS	experiment
,	,	,
but	CC	but
as	IN	as
proposals	NNS	proposal
which	WDT	which
then	RB	then
made	VBD	make
varying	VBG	vary
degrees	NNS	degree
of	IN	of
progress	NN	progress
,	,	,
but	CC	but
in	IN	in
any	DT	any
case	NN	case
did	VBD	do
contribute	VB	contribute
to	TO	to
the	DT	the
integration	NN	integration
and	CC	and
development	NN	development
of	IN	of
the	DT	the
European	NNP	European
Union	NNP	Union
.	.	.

<P>	RB	<unknown>
In	IN	in
this	DT	this
case	NN	case
,	,	,
Mr	NNP	Mr
Prodi	NNP	Prodi
,	,	,
we	PRP	we
certainly	RB	certainly
have	VBP	have
a	DT	a
kind	NN	kind
of	IN	of
"	$	"
Ten	CD	ten
Commandments	NNPS	Commandments
"	SYM	"
:	:	:
a	DT	a
whole	JJ	whole
raft	NN	raft
of	IN	of
issues	NNS	issue
are	VBP	be
listed	VBN	list
,	,	,
but	CC	but
if	IN	if
I	PRP	i
may	MD	may
say	VB	say
so	RB	so
,	,	,
we	PRP	we
are	VBP	be
left	VBN	leave
with	IN	with
the	DT	the
impression	NN	impression
that	IN	that
the	DT	the
Commission	NNP	Commission
is	VBZ	be
afraid	JJ	afraid
to	TO	to
make	VB	make
any	DT	any
decision	NN	decision
regarding	VBG	regard
what	WP	what
needs	VBZ	need
to	TO	to
be	VB	be
done	VBN	do
about	IN	about
any	DT	any
of	IN	of
these	DT	these
points	NNS	point
.	.	.

There	EX	there
was	VBD	be
only	RB	only
one	CD	one
point	NN	point
that	IN	that
you	PRP	you
really	RB	really
stressed	VBD	stress
-	:	-
too	RB	too
much	RB	much
in	IN	in
my	PRP$	my
opinion	NN	opinion
-	:	-
and	CC	and
that	DT	that
was	VBD	be
that	IN	that
it	PRP	it
looks	VBZ	look
almost	RB	almost
as	IN	as
if	IN	if
the	DT	the
highest	JJS	high
priority	NN	priority
task	NN	task
that	IN	that
you	PRP	you
are	VBP	be
setting	VBG	set
yourself	PRP	yourself
is	VBZ	be
to	TO	to
cease	VB	cease
"	DT	"
unnecessary	JJ	unnecessary
"	DT	"
activities	NNS	activity
.	.	.

We	PRP	we
should	MD	should
be	VB	be
careful	JJ	careful
,	,	,
though	RB	though
,	,	,
Mr	NNP	Mr
Prodi	NNP	Prodi
,	,	,
because	IN	because
we	PRP	we
had	VBD	have
a	DT	a
crisis	NN	crisis
of	IN	of
confidence	NN	confidence
in	IN	in
the	DT	the
previous	JJ	previous
Commission	NNP	Commission
and	CC	and
backed	VBD	back
this	DT	this
Commission	NNP	Commission
-	:	-
at	IN	at
least	JJS	least
a	DT	a
parliamentary	JJ	parliamentary
majority	NN	majority
backed	VBD	back
this	DT	this
Commission	NNP	Commission
-	:	-
precisely	RB	precisely
because	IN	because
,	,	,
first	RB	first
and	CC	and
foremost	RB	foremost
,	,	,
the	DT	the
reform	NN	reform
of	IN	of
the	DT	the
Commission	NNP	Commission
would	MD	would
bring	VB	bring
consolidation	NN	consolidation
,	,	,
a	DT	a
new	JJ	new
identity	NN	identity
and	CC	and
a	DT	a
new	JJ	new
awareness	NN	awareness
of	IN	of
being	VBG	be
guided	VBN	guide
by	IN	by
a	DT	a
firm	JJ	firm
hand	NN	hand
.	.	.

<P>	NNP	<unknown>
Let	VB	let
us	PRP	us
consider	VB	consider
the	DT	the
scenario	NN	scenario
whereby	WRB	whereby
the	DT	the
Commission	NNP	Commission
,	,	,
not	RB	not
believing	VBG	believe
itself	PRP	itself
to	TO	to
be	VB	be
equal	JJ	equal
to	TO	to
the	DT	the
task	NN	task
,	,	,
wishes	VBZ	wish
,	,	,
or	CC	or
proposes	VBZ	propose
to	TO	to
shed	VB	shed
,	,	,
for	IN	for
example	NN	example
,	,	,
its	PRP$	its
powers	NNS	power
to	TO	to
implement	VB	implement
common	JJ	common
policies	NNS	policy
,	,	,
which	WDT	which
it	PRP	it
is	VBZ	be
nevertheless	RB	nevertheless
accorded	VBN	accord
by	IN	by
the	DT	the
Treaty	NNP	Treaty
.	.	.

What	WP	what
do	VBP	do
we	PRP	we
expect	VB	expect
from	IN	from
a	DT	a
government	NN	government
in	IN	in
any	DT	any
case	NN	case
?	.	?

What	WP	what
do	VBP	do
we	PRP	we
ask	VB	ask
of	IN	of
this	DT	this
structure	NN	structure
-	:	-
the	DT	the
European	NNP	European
Community	NNP	Community
-	:	-
which	WDT	which
is	VBZ	be
,	,	,
so	RB	so
to	TO	to
speak	VB	speak
,	,	,
ambiguous	JJ	ambiguous
and	CC	and
unique	JJ	unique
?	.	?

It	PRP	it
is	VBZ	be
right	JJ	right
for	IN	for
joint	JJ	joint
resources	NNS	resource
to	TO	to
be	VB	be
controlled	VBN	control
supranationally	RB	supranationally
and	CC	and
not	RB	not
to	TO	to
be	VB	be
delegated	VBN	delegate
to	TO	to
the	DT	the
Member	NNP	Member
States	NNPS	States
or	CC	or
the	DT	the
TAOs	NNPS	TAO
,	,	,
as	IN	as
has	VBZ	have
been	VBN	be
the	DT	the
case	NN	case
in	IN	in
the	DT	the
past	NN	past
.	.	.

<P>	VBP	<unknown>
It	PRP	it
seems	VBZ	seem
that	IN	that
you	PRP	you
are	VBP	be
proposing	VBG	propose
the	DT	the
same	JJ	same
old	JJ	old
menu	NN	menu
,	,	,
but	CC	but
with	IN	with
more	RBR	more
unsatisfactory	JJ	unsatisfactory
implications	NNS	implication
,	,	,
restricting	VBG	restrict
the	DT	the
Commission	NNP	Commission
,	,	,
so	IN	so
you	PRP	you
say	VBP	say
,	,	,
to	TO	to
the	DT	the
task	NN	task
of	IN	of
drawing	VBG	draw
up	RP	up
a	DT	a
few	JJ	few
White	NNP	White
Papers	NNPS	Paper
,	,	,
as	IN	as
you	PRP	you
proposed	VBD	propose
.	.	.

My	PRP$	my
fear	NN	fear
-	:	-
even	RB	even
if	IN	if
you	PRP	you
shake	VBP	shake
your	PRP$	your
head	NN	head
,	,	,
Mr	NNP	Mr
Prodi	NNP	Prodi
-	:	-
is	VBZ	be
that	IN	that
this	DT	this
will	MD	will
translate	VB	translate
into	IN	into
what	WP	what
some	DT	some
countries	NNS	country
have	VBP	have
thought	VBN	think
for	IN	for
years	NNS	year
,	,	,
that	IN	that
the	DT	the
Commission	NNP	Commission
should	MD	should
be	VB	be
a	DT	a
simple	JJ	simple
secretariat	NN	secretariat
for	IN	for
the	DT	the
Council	NNP	Council
of	IN	of
Ministers	NNPS	Ministers
.	.	.

<P>	JJ	<unknown>
If	IN	if
this	DT	this
is	VBZ	be
the	DT	the
role	NN	role
that	IN	that
the	DT	the
Commission	NNP	Commission
intends	VBZ	intend
to	TO	to
play	VB	play
over	IN	over
the	DT	the
next	JJ	next
five	CD	five
years	NNS	year
,	,	,
we	PRP	we
federalists	NNS	federalist
are	VBP	be
convinced	VBN	convince
,	,	,
we	PRP	we
are	VBP	be
certain	JJ	certain
that	IN	that
this	DT	this
is	VBZ	be
not	RB	not
the	DT	the
right	JJ	right
path	NN	path
to	TO	to
take	VB	take
and	CC	and
we	PRP	we
shall	MD	shall
send	VB	send
for	IN	for
you	PRP	you
and	CC	and
judge	VB	judge
what	WP	what
the	DT	the
Commission	NNP	Commission
intends	VBZ	intend
to	TO	to
do	VB	do
in	IN	in
this	DT	this
regard	NN	regard
.	.	.

The	DT	the
reform	NN	reform
is	VBZ	be
important	JJ	important
but	CC	but
,	,	,
if	IN	if
it	PRP	it
aggravates	VBZ	aggravate
the	DT	the
situation	NN	situation
,	,	,
reduces	VBZ	reduce
or	CC	or
weakens	VBZ	weaken
the	DT	the
supranational	JJ	supranational
powers	NNS	power
of	IN	of
the	DT	the
Commission	NNP	Commission
,	,	,
then	RB	then
the	DT	the
structure	NN	structure
of	IN	of
European	JJ	European
integration	NN	integration
,	,	,
as	IN	as
planned	VBN	plan
by	IN	by
the	DT	the
founding	NN	founding
fathers	NNS	father
for	IN	for
the	DT	the
European	NNP	European
Commission	NNP	Commission
,	,	,
will	MD	will
be	VB	be
at	IN	at
risk	NN	risk
.	.	.

<P>	NNP	<unknown>
As	IN	as
for	IN	for
the	DT	the
other	JJ	other
points	NNS	point
,	,	,
Mr	NNP	Mr
Prodi	NNP	Prodi
,	,	,
I	PRP	i
will	MD	will
take	VB	take
economic	JJ	economic
and	CC	and
social	JJ	social
policy	NN	policy
as	IN	as
an	DT	an
example	NN	example
:	:	:
the	DT	the
European	JJ	European
social	JJ	social
model	NN	model
is	VBZ	be
certainly	RB	certainly
experiencing	VBG	experience
a	DT	a
major	JJ	major
crisis	NN	crisis
and	CC	and
it	PRP	it
is	VBZ	be
certainly	RB	certainly
not	RB	not
coincidental	JJ	coincidental
that	IN	that
unemployment	NN	unemployment
tops	VBZ	top
the	DT	the
list	NN	list
of	IN	of
problems	NNS	problem
that	IN	that
none	NN	none
of	IN	of
our	PRP$	our
policies	NNS	policy
has	VBZ	have
managed	VBN	manage
to	TO	to
resolve	VB	resolve
,	,	,
but	CC	but
it	PRP	it
is	VBZ	be
not	RB	not
certain	JJ	certain
that	IN	that
it	PRP	it
can	MD	can
be	VB	be
resolved	VBN	resolve
by	IN	by
going	VBG	go
through	IN	through
a	DT	a
list	NN	list
of	IN	of
problems	NNS	problem
that	IN	that
we	PRP	we
have	VBP	have
discussed	VBN	discuss
in	IN	in
the	DT	the
past	NN	past
,	,	,
without	IN	without
having	VBG	have
a	DT	a
clear	JJ	clear
idea	NN	idea
or	CC	or
proposal	NN	proposal
which	WDT	which
takes	VBZ	take
note	NN	note
of	IN	of
the	DT	the
fact	NN	fact
that	IN	that
Europe	NNP	Europe
contains	VBZ	contain
economies	NNS	economy
that	WDT	that
are	VBP	be
growing	VBG	grow
at	IN	at
some	DT	some
of	IN	of
the	DT	the
most	RBS	most
sustainable	JJ	sustainable
rates	NNS	rate
and	CC	and
that	IN	that
it	PRP	it
is	VBZ	be
not	RB	not
by	IN	by
chance	NN	chance
that	IN	that
these	DT	these
are	VBP	be
the	DT	the
economies	NNS	economy
which	WDT	which
have	VBP	have
made	VBN	make
labour	JJ	labour
market	NN	market
flexibility	NN	flexibility
and	CC	and
enterprise	NN	enterprise
their	PRP$	<unknown>
prime	JJ	prime
objective	NN	objective
.	.	.

If	IN	if
we	PRP	we
continue	VBP	continue
to	TO	to
get	VB	get
bogged	VBN	bog
down	RP	down
with	IN	with
proposals	NNS	proposal
that	WDT	that
have	VBP	have
given	VBN	give
extremely	RB	extremely
poor	JJ	poor
results	NNS	result
so	RB	so
far	RB	far
,	,	,
I	PRP	i
do	VBP	do
not	RB	not
know	VB	know
what	WP	what
we	PRP	we
or	CC	or
the	DT	the
Commission	NNP	Commission
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
do	VB	do
.	.	.

<P>	VBZ	<unknown>
The	DT	the
same	JJ	same
goes	VBZ	go
for	IN	for
enlargement	NN	enlargement
as	IN	as
an	DT	an
end	NN	end
in	IN	in
itself	PRP	itself
,	,	,
without	IN	without
it	PRP	it
being	VBG	be
linked	VBN	link
to	TO	to
a	DT	a
reform	NN	reform
to	TO	to
make	VB	make
the	DT	the
European	NNP	European
Union	NNP	Union
and	CC	and
its	PRP$	its
structures	NNS	structure
much	RB	much
more	RBR	more
efficient	JJ	efficient
,	,	,
and	CC	and
to	TO	to
proposals	NNS	proposal
that	IN	that
the	DT	the
Commission	NNP	Commission
could	MD	could
have	VB	have
made	VBN	make
at	IN	at
the	DT	the
IGC	NNP	IGC
.	.	.

<P>	NNP	<unknown>
Mr	NNP	Mr
Prodi	NNP	Prodi
,	,	,
there	EX	there
is	VBZ	be
one	CD	one
positive	JJ	positive
thing	NN	thing
that	IN	that
I	PRP	i
would	MD	would
like	VB	like
to	TO	to
say	VB	say
to	TO	to
you	PRP	you
,	,	,
perhaps	RB	perhaps
contrary	JJ	contrary
to	TO	to
the	DT	the
opinion	NN	opinion
of	IN	of
some	DT	some
Members	NNS	member
,	,	,
regarding	VBG	regard
the	DT	the
telegram	NN	telegram
that	IN	that
you	PRP	you
sent	VBD	send
to	TO	to
the	DT	the
Austrian	NNP	Austrian
Government	NNP	Government
.	.	.

We	PRP	we
approve	VBP	approve
of	IN	of
your	PRP$	your
position	NN	position
on	IN	on
this	DT	this
:	:	:
you	PRP	you
did	VBD	do
well	RB	well
not	RB	not
to	TO	to
isolate	VB	isolate
that	DT	that
country	NN	country
any	RB	any
further	RB	further
.	.	.

In	IN	in
any	DT	any
case	NN	case
,	,	,
we	PRP	we
shall	MD	shall
see	VB	see
what	WP	what
specific	JJ	specific
steps	NNS	step
transpire	VBP	transpire
when	WRB	when
the	DT	the
time	NN	time
comes	VBZ	come
for	IN	for
practical	JJ	practical
action	NN	action
.	.	.

<P>	NNP	<unknown>
Mr	NNP	Mr
Prodi	NNP	Prodi
,	,	,
I	PRP	i
repeat	VBP	repeat
that	IN	that
this	DT	this
is	VBZ	be
,	,	,
in	IN	in
our	PRP$	our
opinion	NN	opinion
,	,	,
a	DT	a
slightly	RB	slightly
short-sighted	JJ	short-sighted
view	NN	view
.	.	.

Above	IN	above
all	DT	all
,	,	,
it	PRP	it
lacks	VBZ	lack
drive	NN	drive
in	IN	in
the	DT	the
sectors	NNS	sector
I	PRP	i
have	VBP	have
mentioned	VBN	mention
,	,	,
for	IN	for
example	NN	example
,	,	,
as	IN	as
regards	VBZ	regard
the	DT	the
Balkans	NNPS	Balkan
.	.	.

Can	MD	can
we	PRP	we
really	RB	really
continue	VB	continue
to	TO	to
leave	VB	leave
the	DT	the
Balkans	NNPS	Balkan
out	IN	out
of	IN	of
the	DT	the
enlargement	NN	enlargement
process	NN	process
,	,	,
disregarding	VBG	disregard
the	DT	the
fact	NN	fact
that	IN	that
Croatia	NNP	Croatia
,	,	,
Macedonia	NNP	Macedonia
and	CC	and
other	JJ	other
countries	NNS	country
also	RB	also
have	VBP	have
the	DT	the
right	NN	right
to	TO	to
a	DT	a
place	NN	place
in	IN	in
this	DT	this
House	NNP	House
that	WDT	that
is	VBZ	be
open	JJ	open
to	TO	to
all	DT	all
?	.	?

<SPEAKER	NN	<unknown>
ID=25	NNP	<unknown>
LANGUAGE="DA	NNP	<unknown>
"	NNP	"
NAME="Bonde">	NNP	<unknown>
Madam	NNP	Madam
President	NNP	President
,	,	,
Mr	NNP	Mr
Prodi	NNP	Prodi
,	,	,
I	PRP	i
should	MD	should
like	VB	like
to	TO	to
applaud	VB	applaud
your	PRP$	your
proposal	NN	proposal
for	IN	for
a	DT	a
radical	JJ	radical
decentralisation	NN	decentralisation
of	IN	of
the	DT	the
Union	NNP	Union
'	''	'
s	POS	s
activities	NNS	activity
and	CC	and
ask	VB	ask
why	WRB	why
,	,	,
